LoanSK,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status
581,617,3946.1,Mortgage,5.25,12,Closed
582,618,31962.18,Personal,7.71,36,Closed
583,619,40023.15,Auto,8.81,36,Rejected
584,621,5687.84,Personal,3.89,24,Approved
585,622,12403.74,Mortgage,9.2,12,Closed
586,623,16368.55,Personal,4.02,24,Rejected
587,624,33477.17,Personal,7.98,48,Closed
588,625,4213.35,Personal,7.74,60,Closed
589,626,27931.39,Mortgage,1.45,48,Closed
590,627,6337.79,Mortgage,2.6,36,Rejected
591,628,20360.87,Mortgage,6.16,36,Approved
592,629,21852.26,Personal,8.81,60,Closed
593,630,23140.05,Mortgage,6.35,12,Rejected
594,631,35832.6,Personal,7.68,36,Rejected
595,632,4978.62,Personal,7.61,12,Approved
596,633,14143.87,Mortgage,5.45,48,Closed
597,634,32415.36,Mortgage,6.05,24,Closed
598,635,47234.71,Personal,1.64,60,Approved
599,636,31419.08,Auto,9.35,24,Closed
600,637,44284.94,Mortgage,7.07,12,Closed
601,638,48451.89,Mortgage,2.39,12,Rejected
602,639,44311.31,Personal,3.2,48,Rejected
603,640,48638.14,Auto,1.04,48,Rejected
604,641,39075.03,Auto,3.38,12,Rejected
605,642,44470.66,Personal,3.85,48,Rejected
606,643,25081.13,Personal,7.15,60,Approved
607,644,17926.51,Auto,5.29,36,Rejected
608,645,49985.82,Auto,8.59,60,Rejected
609,647,47951.73,Mortgage,7.36,36,Approved
610,648,22112.84,Auto,8.87,12,Approved
611,649,2096.78,Auto,4.79,60,Closed
612,650,40347.81,Auto,3.6,12,Closed
613,651,22766.62,Auto,5.01,48,Approved
614,652,40135.62,Personal,8.1,12,Rejected
615,653,3196.01,Mortgage,9.27,60,Rejected
616,654,48733.18,Auto,1.59,48,Approved
617,655,33880.86,Mortgage,5.76,36,Closed
618,656,3351.81,Personal,6.76,60,Rejected
619,657,1227.69,Personal,1.16,24,Rejected
620,658,30106.08,Personal,2.63,24,Approved
621,659,48848.47,Mortgage,1.56,60,Closed
622,660,26675.97,Auto,3.61,60,Closed
623,661,18340.82,Personal,2.85,24,Rejected
624,662,47007.37,Auto,5.38,24,Approved
625,664,39439.76,Personal,8.58,60,Rejected
626,665,36177.82,Personal,3.74,48,Approved
627,666,1101.12,Auto,1.45,12,Closed
628,667,16370.45,Personal,1.03,12,Approved
629,668,46333.64,Mortgage,8.6,48,Closed
630,669,19038.65,Mortgage,8.9,12,Approved
631,670,17394.4,Personal,1.91,48,Approved
632,672,22941.53,Auto,8.2,12,Approved
633,673,43081.1,Mortgage,6.77,12,Approved
634,674,5003.11,Auto,6.01,12,Closed
635,675,33278.72,Mortgage,5.8,36,Approved
636,676,35162.32,Mortgage,7.96,12,Approved
637,677,44125.53,Mortgage,3.64,60,Closed
638,678,21373.44,Mortgage,4.5,60,Closed
639,679,15455.26,Mortgage,1.7,36,Rejected
640,680,31701.48,Personal,6.1,60,Closed
641,681,36521.33,Mortgage,9.65,12,Approved
642,682,9377.98,Personal,3.55,36,Closed
643,683,8750.02,Personal,9.36,24,Closed
644,684,13916.55,Auto,7.56,24,Approved
645,685,13147.95,Personal,3.1,48,Closed
646,686,37782.05,Auto,6.97,12,Approved
647,687,27004.43,Mortgage,4.3,48,Rejected
648,688,27841.75,Personal,2.1,24,Rejected
649,689,1720.41,Personal,1.83,60,Approved
650,690,49718.62,Auto,1.16,36,Rejected
651,691,41659.71,Auto,8.18,24,Closed
652,692,22739.56,Auto,8.96,48,Approved
653,694,35020.11,Mortgage,5.68,36,Closed
654,695,27217.26,Auto,7.22,60,Closed
655,696,34199.41,Auto,7.31,24,Rejected
656,697,34201.3,Mortgage,3.92,60,Closed
657,698,8581.98,Mortgage,2.43,60,Rejected
658,699,17111.68,Mortgage,4.87,48,Closed
659,700,1870.24,Mortgage,7.27,60,Closed
660,701,49130.88,Mortgage,8.24,36,Closed
661,702,40516.81,Auto,1.8,24,Approved
662,703,46511.62,Auto,6.29,12,Closed
663,704,3162.4,Mortgage,1.49,60,Approved
664,705,25517,Personal,8.42,24,Rejected
665,706,37624.25,Personal,7,60,Rejected
666,707,6081.53,Mortgage,7.27,60,Approved
667,708,39077.26,Auto,7.86,48,Rejected
668,709,32727.61,Auto,5.46,24,Approved
669,710,49262.81,Mortgage,3.69,36,Approved
670,711,7902.42,Personal,8.07,12,Closed
671,712,31834.59,Personal,8,60,Approved
672,713,47409.58,Mortgage,2.21,24,Approved
673,714,37439.8,Auto,9.12,24,Rejected
674,715,17471.25,Mortgage,2.99,60,Rejected
675,716,6843.29,Auto,3.76,12,Closed
676,717,48224.56,Personal,2.94,60,Closed
677,718,4523.28,Mortgage,9.69,12,Rejected
678,719,48783.25,Personal,3.7,24,Closed
679,720,15872.07,Mortgage,9.74,60,Closed
680,721,43155.24,Mortgage,6.74,24,Closed
681,722,28161.28,Auto,2.59,60,Rejected
682,723,45716.94,Mortgage,5.98,60,Closed
683,724,21904.33,Personal,8.94,36,Approved
684,725,42640.39,Personal,6.06,48,Rejected
685,727,23870.33,Personal,3.58,60,Rejected
686,728,42468.82,Auto,3.02,24,Closed
687,730,36703.08,Auto,3.95,24,Rejected
688,731,22406.72,Personal,6.95,48,Rejected
689,732,26147.53,Mortgage,4.44,60,Approved
690,733,29372.56,Auto,4.99,24,Rejected
691,734,14507.34,Mortgage,3.89,12,Approved
692,735,5722.22,Mortgage,9.95,48,Rejected
693,736,1914.31,Personal,6.28,48,Approved
694,737,22115.18,Auto,8.5,60,Closed
695,738,14174.67,Personal,4.97,48,Approved
696,739,32013.57,Mortgage,2.52,12,Closed
697,740,36080.96,Personal,8.62,24,Closed
698,741,25683.49,Mortgage,7.87,48,Closed
699,742,31329.1,Mortgage,3.97,36,Approved
700,743,28476.56,Mortgage,6.46,24,Closed
701,744,1224.32,Auto,1.84,12,Rejected
702,745,42243.39,Auto,1.24,12,Approved
703,746,3918.56,Mortgage,8.34,60,Approved
704,747,21106.68,Mortgage,9.48,48,Approved
705,748,6439.91,Personal,4.1,60,Rejected
706,750,16953.8,Personal,7.46,24,Closed
707,751,4486.46,Mortgage,7.71,60,Rejected
708,752,3222.29,Personal,5.33,60,Closed
709,753,12619.95,Personal,6.52,60,Approved
710,754,33695.97,Auto,6.91,60,Closed
711,755,36192.85,Auto,1.93,36,Closed
712,756,7293.09,Auto,6.81,36,Rejected
713,757,7816.5,Auto,5.6,60,Rejected
714,758,30068.12,Mortgage,4.41,48,Rejected
715,760,28092.64,Personal,6.74,36,Rejected
716,761,35875.36,Auto,2.5,36,Rejected
717,762,29195.38,Mortgage,8.3,60,Rejected
718,763,6136.95,Auto,2.55,60,Closed
719,764,47376.74,Personal,7.94,48,Approved
720,765,4527.26,Mortgage,8.36,36,Rejected
721,766,38233.64,Auto,9.46,60,Rejected
722,767,48988.26,Personal,5.17,12,Approved
723,768,16630.86,Auto,1.57,60,Closed
724,769,9409.88,Personal,7.1,36,Rejected
725,770,28742.54,Auto,3.54,12,Rejected
726,771,39958.26,Auto,1.83,12,Closed
727,772,47524.28,Personal,8.7,12,Closed
728,773,34990.04,Auto,2.26,48,Closed
729,774,17457.78,Personal,5.56,60,Closed
730,775,25222.96,Personal,8.1,12,Rejected
731,776,38298.83,Auto,2.79,48,Rejected
732,778,4647.43,Mortgage,3.98,12,Closed
733,779,31073.24,Personal,4.57,60,Closed
734,780,48401.13,Personal,2.18,12,Rejected
735,781,39477.58,Auto,6.8,36,Approved
736,782,1358.82,Mortgage,5.46,36,Rejected
737,783,12022.14,Personal,9.77,12,Closed
738,784,22805.43,Auto,7.28,60,Approved
739,785,35607.2,Auto,7.83,48,Approved
740,786,28207.09,Personal,2.79,12,Closed
741,787,4789.07,Mortgage,7.41,36,Approved
742,788,37175.16,Mortgage,6.02,48,Approved
743,789,42096.97,Auto,4.63,60,Closed
744,790,11082.13,Personal,8.04,12,Rejected
745,791,4303.76,Personal,9.81,36,Approved
746,792,39756.92,Mortgage,1.85,48,Closed
747,793,32381.87,Mortgage,8.1,24,Rejected
748,794,40371.7,Mortgage,9.28,48,Rejected
749,795,28763.24,Personal,3.84,36,Approved
750,796,21998.36,Personal,4.27,36,Closed
751,797,48190.81,Auto,8.15,24,Rejected
752,798,39218.03,Mortgage,9.58,24,Rejected
753,799,21183.9,Auto,9.45,24,Rejected
754,800,45468.39,Auto,1.5,60,Rejected
755,801,49681.46,Mortgage,8.84,36,Closed
756,802,16103.59,Personal,6.28,12,Closed
757,803,44731.36,Personal,4.79,60,Rejected
758,804,3224.48,Personal,8.61,36,Rejected
759,805,11503.1,Personal,8.2,48,Approved
760,806,8884.7,Mortgage,5.58,24,Closed
761,807,18473.09,Mortgage,4.7,48,Closed
762,808,28568.51,Mortgage,5.25,12,Rejected
763,809,36279.01,Personal,3.87,60,Approved
764,810,45237.39,Mortgage,7.12,48,Closed
765,811,8768.83,Auto,9.03,12,Approved
766,812,29335.89,Auto,3.25,48,Rejected
767,813,28179.97,Personal,8.43,36,Closed
768,814,23465.22,Mortgage,4.25,48,Approved
769,815,35034.55,Auto,2.19,24,Closed
770,816,26154.69,Personal,1.36,24,Rejected
771,817,27959.38,Personal,5.31,36,Closed
772,818,45263.22,Auto,6.11,60,Rejected
773,819,43153.34,Personal,1.05,24,Approved
774,820,29289.37,Auto,6.87,48,Approved
775,821,8654.27,Mortgage,5.67,24,Approved
776,822,47976.37,Personal,9.98,36,Rejected
777,823,31512.3,Auto,1.94,60,Approved
778,824,40566.26,Mortgage,7.35,36,Rejected
779,825,3696.07,Auto,2.95,48,Approved
780,826,44944.44,Personal,2.86,24,Rejected
781,827,34981.28,Auto,1.17,48,Closed
782,828,34585.82,Mortgage,1.06,24,Approved
783,829,6395.51,Auto,2.68,24,Closed
784,830,35930.3,Auto,2.58,12,Rejected
785,831,4755.23,Personal,1,36,Rejected
786,832,3735.47,Personal,7.45,12,Approved
787,833,16942.05,Mortgage,5.53,48,Closed
788,834,2135.31,Personal,4.57,48,Rejected
789,835,8821.64,Mortgage,1.93,60,Approved
790,836,36580.21,Mortgage,4.01,24,Closed
791,837,41911.35,Mortgage,5.24,12,Approved
792,839,41341.58,Personal,5.6,12,Rejected
793,841,47936.84,Auto,2.87,60,Rejected
794,842,7826.14,Auto,4.19,36,Closed
795,843,3624.67,Auto,5.1,60,Closed
796,844,42408.92,Auto,7.07,24,Approved
797,845,18737.29,Personal,6.32,48,Rejected
798,846,23401.34,Personal,5.58,36,Closed
799,847,26077.91,Mortgage,8.54,48,Rejected
800,848,41433.17,Personal,2.77,24,Closed
801,849,4724.02,Auto,1.7,48,Closed
802,850,28005.09,Auto,8.54,36,Closed
803,851,22097.84,Mortgage,5.16,60,Approved
804,852,17673.74,Personal,5.98,60,Rejected
805,853,18058.43,Personal,8.54,60,Closed
806,855,14137.51,Auto,5.97,60,Approved
807,856,23276.34,Auto,8.31,12,Rejected
808,858,36273.33,Auto,1.3,60,Rejected
809,859,26430.34,Auto,9.6,24,Approved
810,860,31440.4,Personal,8.36,36,Approved
811,861,20542.71,Mortgage,7.78,24,Rejected
812,862,36212.22,Mortgage,4.98,48,Rejected
813,863,23826.74,Personal,9.48,24,Rejected
814,864,11912.94,Personal,5.41,24,Rejected
815,865,41029.58,Personal,7.49,24,Closed
816,866,38507.16,Auto,1.91,60,Approved
817,867,31747.02,Mortgage,2.97,48,Closed
818,868,26575.41,Personal,4.82,48,Closed
819,869,11216.31,Personal,6.23,60,Closed
820,870,43549.35,Mortgage,8.25,12,Closed
821,871,5762.42,Personal,3.17,12,Approved
822,872,19776,Auto,7.97,48,Approved
823,873,42775.49,Personal,9.01,36,Closed
824,874,30182.77,Personal,8.37,60,Closed
825,875,22492.37,Personal,6.6,24,Approved
826,876,39776.68,Mortgage,8.29,36,Approved
827,877,49486.19,Auto,8.9,12,Approved
828,878,10251.86,Personal,6,48,Approved
829,879,3485.92,Auto,8.29,12,Closed
830,880,23686.41,Auto,4.79,48,Approved
831,881,15082.41,Auto,5.7,60,Closed
832,882,33670.83,Auto,1.47,48,Rejected
833,883,25218.66,Auto,8.95,36,Closed
834,884,25451.14,Mortgage,2.26,36,Approved
835,885,18394.12,Mortgage,3.49,36,Closed
836,886,11322.98,Auto,3.86,36,Approved
837,887,11459.26,Mortgage,2.04,24,Rejected
838,888,19961.54,Personal,9.3,12,Approved
839,889,34409.95,Mortgage,9.73,60,Approved
840,890,17520.31,Mortgage,8.79,60,Approved
841,891,16974.84,Mortgage,4.12,60,Approved
842,892,21825.03,Mortgage,1.5,12,Closed
843,893,49552.21,Personal,2.65,48,Approved
844,894,5470.55,Personal,7.95,60,Rejected
845,895,15437.97,Mortgage,3.57,60,Closed
846,896,15308.1,Mortgage,9.03,24,Approved
847,897,48750.54,Personal,8.52,60,Rejected
848,898,20951.72,Auto,3.13,60,Closed
849,899,28781.62,Auto,7.24,48,Closed
850,900,10708.42,Personal,4.98,60,Approved
851,901,1622.71,Mortgage,2.93,60,Rejected
852,902,17624.2,Mortgage,6.31,12,Closed
853,903,32312.62,Personal,8.54,24,Approved
854,904,34885.48,Mortgage,9.34,12,Approved
855,905,37939.92,Personal,1.53,60,Rejected
856,906,43172.52,Auto,4.77,24,Approved
857,907,6665.53,Mortgage,6.44,48,Rejected
858,908,5056.84,Auto,4.04,12,Closed
859,909,39596.58,Mortgage,3.86,48,Closed
860,910,22351.82,Personal,7.95,60,Approved
861,911,47408.72,Mortgage,8.04,60,Rejected
862,912,47230.75,Mortgage,7.56,24,Closed
863,913,7940.95,Auto,9.09,48,Rejected
864,914,34870.01,Auto,5.45,60,Closed
865,915,4288.26,Mortgage,8.09,48,Rejected
866,916,20767.09,Auto,1.1,48,Closed
867,917,42243.79,Personal,9.89,24,Rejected
868,918,23587.02,Mortgage,9.27,24,Closed
869,919,2647.06,Auto,8.57,60,Approved
870,920,12776.1,Auto,6.29,60,Rejected
871,921,5232.15,Mortgage,5.9,48,Approved
872,922,21003.53,Auto,2.35,12,Closed
873,923,35138.25,Personal,1.49,60,Rejected
874,924,33357.51,Personal,3.3,48,Closed
875,926,19806.98,Mortgage,6.05,36,Approved
876,927,13998.7,Auto,3.99,36,Approved
877,928,3789.68,Personal,4.49,12,Approved
878,929,47137.19,Mortgage,1.24,24,Closed
879,930,6795.73,Mortgage,5.94,12,Approved
880,931,9733.96,Auto,6.91,12,Approved
881,932,2225.04,Auto,4.01,60,Rejected
882,933,16541.24,Auto,2.18,48,Rejected
883,934,41123.5,Mortgage,7.33,12,Approved
884,935,17280.09,Auto,2.16,24,Approved
885,936,33633.15,Personal,8.35,48,Approved
886,937,48311.68,Auto,5.91,60,Approved
887,938,44734,Auto,3.14,36,Closed
888,939,9818.64,Personal,9.09,12,Closed
889,940,18601.16,Personal,2.28,48,Rejected
890,941,37805.88,Personal,6.41,36,Approved
891,942,48905.27,Personal,6.56,60,Rejected
892,943,36080.81,Personal,1.34,24,Closed
893,945,7508.31,Personal,7.25,24,Approved
894,947,10454.62,Mortgage,7.38,24,Rejected
895,948,12153.13,Auto,5.36,60,Closed
896,949,32087.16,Personal,8.68,12,Rejected
897,950,26226.93,Auto,4.18,36,Approved
898,951,6913.97,Auto,8.7,48,Closed
899,952,8530.23,Mortgage,8.6,12,Closed
900,953,1952.29,Auto,6.43,12,Closed
901,954,11763.33,Mortgage,4.1,48,Approved
902,955,44478.34,Auto,6.32,48,Approved
903,956,39858.63,Auto,9.15,36,Rejected
904,957,21324.31,Personal,6.73,12,Approved
905,958,37354.77,Auto,8.56,36,Approved
906,959,20941.49,Mortgage,4.1,12,Rejected
907,961,9915.35,Personal,3.3,24,Closed
908,963,4819.09,Personal,4.89,36,Closed
909,964,12848.51,Personal,8.69,24,Rejected
910,965,8169.5,Auto,2.01,12,Closed
911,966,40133.43,Personal,5.99,24,Approved
912,968,26294.17,Auto,9.44,60,Closed
913,969,38053.66,Auto,8.1,12,Closed
914,970,34176.65,Mortgage,4.9,24,Closed
915,971,11024.89,Auto,6.77,24,Rejected
916,972,4776.52,Auto,7.71,60,Rejected
917,973,45676.32,Personal,1.64,60,Rejected
918,974,31477.69,Auto,7.06,60,Rejected
919,975,35621.62,Personal,2.26,48,Closed
920,976,19914.69,Mortgage,2.7,36,Approved
921,977,12838.74,Auto,5.15,60,Approved
922,978,27000.26,Mortgage,9.82,12,Closed
923,979,4816.21,Personal,9.57,48,Closed
924,980,40198.85,Personal,9.12,36,Rejected
925,981,33070.75,Personal,1.31,48,Approved
926,982,38320.07,Personal,8.68,60,Rejected
927,983,28893.78,Personal,7.99,24,Rejected
928,984,29317.55,Mortgage,5.49,24,Closed
929,985,30418.41,Mortgage,3.93,48,Rejected
930,986,39423.79,Mortgage,7.8,36,Closed
931,987,12043.88,Personal,1.96,36,Approved
932,988,34395.07,Mortgage,6.85,12,Approved
933,989,28082.58,Auto,7.05,60,Rejected
934,990,25260.28,Auto,5.98,24,Rejected
935,991,27504.42,Mortgage,8.9,36,Approved
936,992,14337.81,Auto,3.97,12,Approved
937,993,2816.95,Auto,5.3,48,Approved
938,994,38199.03,Mortgage,7.83,12,Closed
939,995,45892.5,Personal,7.45,24,Closed
940,996,24557.37,Mortgage,6.06,60,Rejected
941,997,42057.19,Auto,3.45,12,Rejected
942,998,28207.57,Mortgage,3.65,48,Rejected
943,999,46584.81,Mortgage,7.67,12,Rejected
944,1000,25912.46,Mortgage,1.05,48,Approved
945,1001,11037.78,Auto,6.87,12,Rejected
946,1002,43635.64,Mortgage,3.23,24,Rejected
947,1003,40213.32,Personal,7.06,36,Rejected
948,1004,20502.53,Auto,2.68,60,Approved
949,1005,42253.67,Personal,4.39,48,Rejected
950,1006,1443.47,Mortgage,7.78,24,Rejected
951,1007,40187.61,Auto,7.8,48,Approved
952,1008,34713.97,Personal,2.89,36,Closed
953,1009,19604.23,Mortgage,4.39,48,Rejected
954,1010,39787.71,Mortgage,5.52,36,Rejected
955,1011,7206.43,Auto,6.29,36,Closed
956,1012,10962.65,Personal,7.68,48,Closed
957,1013,27145.42,Auto,1.21,24,Rejected
958,1014,44170.29,Mortgage,2.04,12,Rejected
959,1015,7375.15,Mortgage,2.42,24,Closed
960,1016,28649.17,Personal,2.72,24,Rejected
961,1017,37903.45,Personal,1.27,24,Rejected
962,1018,37424.32,Mortgage,9.28,48,Closed
963,1019,31770.1,Mortgage,2.46,12,Approved
964,1021,24624.72,Mortgage,5.25,36,Closed
965,1022,44131.99,Personal,9.47,12,Approved
966,1023,31359.61,Personal,9.68,24,Rejected
967,1024,37135.87,Personal,7.09,48,Rejected
968,1025,23776.78,Auto,2.61,12,Rejected
969,1026,9213.35,Mortgage,1.03,36,Approved
970,1027,6345.68,Mortgage,4.02,12,Closed
971,1028,34434.19,Personal,2.13,48,Approved
972,1029,19447.33,Mortgage,7.8,24,Approved
973,1031,37556.42,Mortgage,1.75,48,Closed
974,1032,39537.6,Mortgage,4.57,36,Closed
975,1033,25973.36,Mortgage,9.12,24,Approved
976,1034,16410.62,Auto,7.55,36,Closed
977,1035,39018.13,Personal,8.83,60,Rejected
978,1036,21351.92,Mortgage,9.31,36,Closed
979,1037,46899.81,Mortgage,4.71,36,Approved
980,1038,41404.03,Personal,7.24,12,Closed
981,1039,37598.92,Auto,7.38,12,Rejected
982,1041,18775.34,Mortgage,3.93,48,Closed
983,1042,42600.06,Personal,8.49,60,Closed
984,1043,2133.85,Auto,7.92,12,Closed
985,1044,39291.97,Auto,5.01,24,Rejected
986,1045,20803.43,Mortgage,4.79,48,Closed
987,1046,40168.1,Mortgage,1.1,12,Closed
988,1047,28067.2,Personal,8.59,24,Approved
989,1048,26813.53,Personal,3.56,24,Rejected
990,1049,35377.98,Personal,5.24,36,Closed
991,1050,40510.36,Personal,4.7,60,Approved
992,1051,34979.28,Auto,7.1,12,Rejected
993,1052,23085,Auto,4.51,36,Approved
994,1053,16720.97,Personal,2.62,36,Rejected
995,1055,26518.1,Personal,2.65,48,Approved
996,1056,39389.58,Mortgage,1.26,36,Closed
997,1057,49790.15,Auto,2.77,48,Approved
998,1059,14638.96,Personal,4.81,36,Rejected
999,1060,43412.27,Auto,8.17,12,Rejected
1000,1061,14409.98,Auto,2.75,48,Closed
1001,1062,13759.65,Mortgage,7.98,60,Closed
1002,1063,4622.91,Mortgage,1.87,24,Rejected
1003,1065,43253.75,Mortgage,8.79,36,Rejected
1004,1066,12305.75,Personal,4.72,36,Approved
1005,1067,6325.72,Personal,9.67,12,Approved
1006,1068,18276.81,Mortgage,6.68,12,Approved
1007,1071,16154.72,Auto,4.87,60,Rejected
1008,1072,24915.22,Mortgage,1.76,12,Rejected
1009,1073,2038.81,Mortgage,2.08,12,Closed
1010,1074,25062.6,Personal,6.15,24,Rejected
1011,1075,49510.93,Mortgage,6.52,60,Approved
1012,1076,40168.08,Personal,9.86,48,Rejected
1013,1077,4454.1,Mortgage,8.72,12,Approved
1014,1078,33086.3,Mortgage,8.6,60,Closed
1015,1079,23594.5,Auto,3.58,48,Rejected
1016,1080,41486.18,Mortgage,4.71,12,Rejected
1017,1081,5827.78,Auto,1.92,12,Rejected
1018,1082,12403.71,Auto,6.23,60,Approved
1019,1083,39765.91,Mortgage,1.63,12,Closed
1020,1084,42610.77,Mortgage,5.02,48,Approved
1021,1085,26936.47,Personal,6.1,12,Rejected
1022,1086,1965.15,Mortgage,3.05,36,Closed
1023,1087,44792.04,Mortgage,7.98,48,Approved
1024,1088,19755.5,Mortgage,7.07,60,Closed
1025,1089,2944.35,Auto,2.33,60,Approved
1026,1090,41121.8,Personal,9.85,12,Closed
1027,1091,21485.39,Auto,5.88,48,Approved
1028,1092,10309.52,Mortgage,1.24,60,Closed
1029,1093,40277.33,Personal,4.15,36,Rejected
1030,1094,23428.07,Mortgage,9.81,24,Rejected
1031,1095,30782.67,Mortgage,9.12,36,Rejected
1032,1096,41332.95,Auto,2.36,36,Approved
1033,1097,26598.68,Auto,8.7,48,Closed
1034,1098,6413.42,Auto,6.57,12,Rejected
1035,1099,48224.33,Auto,1.2,60,Approved
1036,1100,15040.48,Auto,7.82,12,Approved
1037,1102,1295.2,Mortgage,4.57,48,Closed
1038,1103,24705.61,Personal,4.45,60,Closed
1039,1104,35541.81,Mortgage,6.37,36,Closed
1040,1105,45408.79,Auto,7.43,48,Closed
1041,1106,39236.51,Personal,6.83,60,Closed
1042,1107,13525.76,Auto,3.18,36,Approved
1043,1108,12921.92,Auto,7.36,24,Approved
1044,1109,18472.75,Auto,2.22,24,Approved
1045,1110,6416.47,Mortgage,9.74,48,Rejected
1046,1112,47121.66,Mortgage,1.82,24,Approved
1047,1113,32463.11,Mortgage,6.19,12,Closed
1048,1114,27135.31,Auto,6.19,12,Rejected
1049,1115,25664.11,Personal,1.35,60,Rejected
1050,1116,30038.04,Mortgage,1.1,12,Approved
1051,1117,35820.03,Personal,9.96,48,Rejected
1052,1118,39954.97,Auto,4.51,24,Closed
1053,1120,35546.56,Personal,5.93,60,Approved
1054,1121,47634.96,Auto,1.08,36,Rejected
1055,1122,45067.83,Mortgage,1.12,24,Approved
1056,1123,41372.24,Auto,2.02,36,Approved
1057,1124,3124.65,Mortgage,8.22,36,Closed
1058,1125,33774.5,Auto,3.23,60,Approved
1059,1126,23294.06,Mortgage,5.53,36,Closed
1060,1127,31262.36,Personal,3.01,36,Approved
1061,1128,34627.83,Auto,5.9,60,Closed
1062,1129,36017.94,Auto,5.58,60,Closed
1063,1130,43601.89,Mortgage,4.61,60,Approved
1064,1131,45589.57,Mortgage,4.9,60,Approved
1065,1132,30734.59,Personal,6.88,60,Approved
1066,1133,44814.05,Mortgage,8.58,12,Rejected
1067,1135,10933.54,Auto,5.79,24,Closed
1068,1136,2730.28,Mortgage,8.69,60,Closed
1069,1137,1484.53,Mortgage,2.51,36,Closed
1070,1138,29744.54,Auto,9.82,24,Approved
1071,1139,26558.07,Personal,7.76,60,Rejected
1072,1140,35122.06,Personal,4.3,12,Rejected
1073,1141,42298.59,Mortgage,4.38,36,Closed
1074,1142,9057.68,Auto,2.85,12,Rejected
1075,1143,42965.16,Mortgage,3.41,48,Rejected
1076,1144,5806.02,Personal,6.28,48,Approved
1077,1145,44278.92,Personal,1.03,60,Closed
1078,1146,42673.84,Personal,1.21,48,Closed
1079,1147,35150.83,Auto,9.88,60,Rejected
1080,1148,15701.43,Auto,3.12,60,Closed
1081,1149,5577.26,Auto,8.47,48,Approved
1082,1150,39126.27,Auto,6.51,48,Rejected
1083,1152,22605.92,Personal,7.59,12,Approved
1084,1153,27012.09,Personal,1.45,12,Approved
1085,1154,34586.67,Mortgage,7.8,36,Approved
1086,1155,24884.47,Mortgage,8.71,36,Approved
1087,1156,35032.13,Mortgage,3.52,24,Rejected
1088,1157,40887.87,Mortgage,3.71,60,Closed
1089,1158,35939.98,Mortgage,1.93,60,Approved
1090,1159,15675.63,Auto,8.7,36,Closed
1091,1160,44820.02,Mortgage,8.27,36,Closed
1092,1161,27978,Auto,4.83,60,Approved
1093,1162,23803.37,Mortgage,4.4,24,Closed
1094,1163,29177.3,Mortgage,4.85,48,Closed
1095,1164,24677.78,Auto,4.78,24,Closed
1096,1165,38000.39,Mortgage,4.87,36,Closed
1097,1166,21612.53,Mortgage,2.31,36,Rejected
1098,1167,39059.43,Mortgage,1.12,48,Rejected
1099,1168,38247.61,Mortgage,7.86,48,Approved
1100,1169,14566.65,Mortgage,4.09,24,Closed
1101,1170,5701.13,Auto,5.42,60,Rejected
1102,1171,42696.94,Mortgage,3.77,60,Approved
1103,1172,9277.07,Auto,4.43,12,Closed
1104,1173,2527.94,Mortgage,1.67,24,Closed
1105,1174,20714,Auto,4.33,36,Rejected
