DateSK,FullDate,Year,Quarter,Month,MonthName,Day,DayName,IsWeekend
505,2003-03-25,2003,1,3,March,25,Tuesday,No
506,2003-03-27,2003,1,3,March,27,Thursday,No
507,2003-03-30,2003,1,3,March,30,Sunday,Yes
508,2003-04-02,2003,2,4,April,2,Wednesday,No
509,2003-04-03,2003,2,4,April,3,Thursday,No
510,2003-04-04,2003,2,4,April,4,Friday,No
511,2003-04-07,2003,2,4,April,7,Monday,No
512,2003-04-08,2003,2,4,April,8,Tuesday,No
513,2003-04-09,2003,2,4,April,9,Wednesday,No
514,2003-04-13,2003,2,4,April,13,Sunday,Yes
515,2003-04-18,2003,2,4,April,18,Friday,No
516,2003-04-23,2003,2,4,April,23,Wednesday,No
517,2003-04-25,2003,2,4,April,25,Friday,No
518,2003-04-29,2003,2,4,April,29,Tuesday,No
519,2003-05-03,2003,2,5,May,3,Saturday,Yes
520,2003-05-07,2003,2,5,May,7,Wednesday,No
521,2003-05-12,2003,2,5,May,12,Monday,No
522,2003-05-13,2003,2,5,May,13,Tuesday,No
523,2003-05-15,2003,2,5,May,15,Thursday,No
524,2003-05-17,2003,2,5,May,17,Saturday,Yes
525,2003-05-19,2003,2,5,May,19,Monday,No
526,2003-05-22,2003,2,5,May,22,Thursday,No
527,2003-05-23,2003,2,5,May,23,Friday,No
528,2003-05-25,2003,2,5,May,25,Sunday,Yes
529,2003-05-27,2003,2,5,May,27,Tuesday,No
530,2003-05-30,2003,2,5,May,30,Friday,No
531,2003-06-01,2003,2,6,June,1,Sunday,Yes
532,2003-06-02,2003,2,6,June,2,Monday,No
533,2003-06-06,2003,2,6,June,6,Friday,No
534,2003-06-08,2003,2,6,June,8,Sunday,Yes
535,2003-06-09,2003,2,6,June,9,Monday,No
536,2003-06-11,2003,2,6,June,11,Wednesday,No
537,2003-06-13,2003,2,6,June,13,Friday,No
538,2003-06-17,2003,2,6,June,17,Tuesday,No
539,2003-06-18,2003,2,6,June,18,Wednesday,No
540,2003-06-20,2003,2,6,June,20,Friday,No
541,2003-06-23,2003,2,6,June,23,Monday,No
542,2003-06-29,2003,2,6,June,29,Sunday,Yes
543,2003-06-30,2003,2,6,June,30,Monday,No
544,2003-07-01,2003,3,7,July,1,Tuesday,No
545,2003-07-04,2003,3,7,July,4,Friday,No
546,2003-07-10,2003,3,7,July,10,Thursday,No
547,2003-07-18,2003,3,7,July,18,Friday,No
548,2003-07-19,2003,3,7,July,19,Saturday,Yes
549,2003-07-22,2003,3,7,July,22,Tuesday,No
550,2003-07-23,2003,3,7,July,23,Wednesday,No
551,2003-07-25,2003,3,7,July,25,Friday,No
552,2003-07-27,2003,3,7,July,27,Sunday,Yes
553,2003-07-30,2003,3,7,July,30,Wednesday,No
554,2003-07-31,2003,3,7,July,31,Thursday,No
555,2003-08-04,2003,3,8,August,4,Monday,No
556,2003-08-05,2003,3,8,August,5,Tuesday,No
557,2003-08-07,2003,3,8,August,7,Thursday,No
558,2003-08-08,2003,3,8,August,8,Friday,No
559,2003-08-10,2003,3,8,August,10,Sunday,Yes
560,2003-08-11,2003,3,8,August,11,Monday,No
561,2003-08-12,2003,3,8,August,12,Tuesday,No
562,2003-08-13,2003,3,8,August,13,Wednesday,No
563,2003-08-21,2003,3,8,August,21,Thursday,No
564,2003-08-22,2003,3,8,August,22,Friday,No
565,2003-08-23,2003,3,8,August,23,Saturday,Yes
566,2003-08-24,2003,3,8,August,24,Sunday,Yes
567,2003-08-29,2003,3,8,August,29,Friday,No
568,2003-08-30,2003,3,8,August,30,Saturday,Yes
569,2003-08-31,2003,3,8,August,31,Sunday,Yes
570,2003-09-03,2003,3,9,September,3,Wednesday,No
571,2003-09-04,2003,3,9,September,4,Thursday,No
572,2003-09-08,2003,3,9,September,8,Monday,No
573,2003-09-10,2003,3,9,September,10,Wednesday,No
574,2003-09-11,2003,3,9,September,11,Thursday,No
575,2003-09-12,2003,3,9,September,12,Friday,No
576,2003-09-14,2003,3,9,September,14,Sunday,Yes
577,2003-09-15,2003,3,9,September,15,Monday,No
578,2003-09-17,2003,3,9,September,17,Wednesday,No
579,2003-09-20,2003,3,9,September,20,Saturday,Yes
580,2003-09-24,2003,3,9,September,24,Wednesday,No
581,2003-09-25,2003,3,9,September,25,Thursday,No
582,2003-09-29,2003,3,9,September,29,Monday,No
583,2003-10-01,2003,4,10,October,1,Wednesday,No
584,2003-10-04,2003,4,10,October,4,Saturday,Yes
585,2003-10-05,2003,4,10,October,5,Sunday,Yes
586,2003-10-06,2003,4,10,October,6,Monday,No
587,2003-10-07,2003,4,10,October,7,Tuesday,No
588,2003-10-09,2003,4,10,October,9,Thursday,No
589,2003-10-10,2003,4,10,October,10,Friday,No
590,2003-10-12,2003,4,10,October,12,Sunday,Yes
591,2003-10-14,2003,4,10,October,14,Tuesday,No
592,2003-10-15,2003,4,10,October,15,Wednesday,No
593,2003-10-22,2003,4,10,October,22,Wednesday,No
594,2003-10-24,2003,4,10,October,24,Friday,No
595,2003-10-25,2003,4,10,October,25,Saturday,Yes
596,2003-10-26,2003,4,10,October,26,Sunday,Yes
597,2003-10-29,2003,4,10,October,29,Wednesday,No
598,2003-10-31,2003,4,10,October,31,Friday,No
599,2003-11-01,2003,4,11,November,1,Saturday,Yes
600,2003-11-02,2003,4,11,November,2,Sunday,Yes
601,2003-11-05,2003,4,11,November,5,Wednesday,No
602,2003-11-06,2003,4,11,November,6,Thursday,No
603,2003-11-11,2003,4,11,November,11,Tuesday,No
604,2003-11-15,2003,4,11,November,15,Saturday,Yes
605,2003-11-23,2003,4,11,November,23,Sunday,Yes
606,2003-11-24,2003,4,11,November,24,Monday,No
607,2003-11-26,2003,4,11,November,26,Wednesday,No
608,2003-11-28,2003,4,11,November,28,Friday,No
609,2003-11-29,2003,4,11,November,29,Saturday,Yes
610,2003-12-02,2003,4,12,December,2,Tuesday,No
611,2003-12-04,2003,4,12,December,4,Thursday,No
612,2003-12-08,2003,4,12,December,8,Monday,No
613,2003-12-10,2003,4,12,December,10,Wednesday,No
614,2003-12-11,2003,4,12,December,11,Thursday,No
615,2003-12-12,2003,4,12,December,12,Friday,No
616,2003-12-13,2003,4,12,December,13,Saturday,Yes
617,2003-12-14,2003,4,12,December,14,Sunday,Yes
618,2003-12-15,2003,4,12,December,15,Monday,No
619,2003-12-16,2003,4,12,December,16,Tuesday,No
620,2003-12-20,2003,4,12,December,20,Saturday,Yes
621,2003-12-21,2003,4,12,December,21,Sunday,Yes
622,2003-12-22,2003,4,12,December,22,Monday,No
623,2003-12-23,2003,4,12,December,23,Tuesday,No
624,2003-12-24,2003,4,12,December,24,Wednesday,No
625,2003-12-26,2003,4,12,December,26,Friday,No
626,2003-12-27,2003,4,12,December,27,Saturday,Yes
627,2003-12-31,2003,4,12,December,31,Wednesday,No
628,2004-01-01,2004,1,1,January,1,Thursday,No
629,2004-01-02,2004,1,1,January,2,Friday,No
630,2004-01-11,2004,1,1,January,11,Sunday,Yes
631,2004-01-15,2004,1,1,January,15,Thursday,No
632,2004-01-16,2004,1,1,January,16,Friday,No
633,2004-01-18,2004,1,1,January,18,Sunday,Yes
634,2004-01-19,2004,1,1,January,19,Monday,No
635,2004-01-20,2004,1,1,January,20,Tuesday,No
636,2004-01-22,2004,1,1,January,22,Thursday,No
637,2004-01-24,2004,1,1,January,24,Saturday,Yes
638,2004-01-25,2004,1,1,January,25,Sunday,Yes
639,2004-01-26,2004,1,1,January,26,Monday,No
640,2004-01-30,2004,1,1,January,30,Friday,No
641,2004-02-01,2004,1,2,February,1,Sunday,Yes
642,2004-02-03,2004,1,2,February,3,Tuesday,No
643,2004-02-04,2004,1,2,February,4,Wednesday,No
644,2004-02-05,2004,1,2,February,5,Thursday,No
645,2004-02-06,2004,1,2,February,6,Friday,No
646,2004-02-07,2004,1,2,February,7,Saturday,Yes
647,2004-02-08,2004,1,2,February,8,Sunday,Yes
648,2004-02-09,2004,1,2,February,9,Monday,No
649,2004-02-14,2004,1,2,February,14,Saturday,Yes
650,2004-02-15,2004,1,2,February,15,Sunday,Yes
651,2004-02-16,2004,1,2,February,16,Monday,No
652,2004-02-18,2004,1,2,February,18,Wednesday,No
653,2004-02-21,2004,1,2,February,21,Saturday,Yes
654,2004-02-26,2004,1,2,February,26,Thursday,No
655,2004-02-27,2004,1,2,February,27,Friday,No
656,2004-03-01,2004,1,3,March,1,Monday,No
657,2004-03-06,2004,1,3,March,6,Saturday,Yes
658,2004-03-07,2004,1,3,March,7,Sunday,Yes
659,2004-03-10,2004,1,3,March,10,Wednesday,No
660,2004-03-12,2004,1,3,March,12,Friday,No
661,2004-03-16,2004,1,3,March,16,Tuesday,No
662,2004-03-19,2004,1,3,March,19,Friday,No
663,2004-03-20,2004,1,3,March,20,Saturday,Yes
664,2004-03-26,2004,1,3,March,26,Friday,No
665,2004-03-27,2004,1,3,March,27,Saturday,Yes
666,2004-03-28,2004,1,3,March,28,Sunday,Yes
667,2004-03-30,2004,1,3,March,30,Tuesday,No
668,2004-04-02,2004,2,4,April,2,Friday,No
669,2004-04-04,2004,2,4,April,4,Sunday,Yes
670,2004-04-05,2004,2,4,April,5,Monday,No
671,2004-04-06,2004,2,4,April,6,Tuesday,No
672,2004-04-09,2004,2,4,April,9,Friday,No
673,2004-04-10,2004,2,4,April,10,Saturday,Yes
674,2004-04-15,2004,2,4,April,15,Thursday,No
675,2004-04-16,2004,2,4,April,16,Friday,No
676,2004-04-17,2004,2,4,April,17,Saturday,Yes
677,2004-04-18,2004,2,4,April,18,Sunday,Yes
678,2004-04-20,2004,2,4,April,20,Tuesday,No
679,2004-04-22,2004,2,4,April,22,Thursday,No
680,2004-04-24,2004,2,4,April,24,Saturday,Yes
681,2004-04-29,2004,2,4,April,29,Thursday,No
682,2004-05-01,2004,2,5,May,1,Saturday,Yes
683,2004-05-03,2004,2,5,May,3,Monday,No
684,2004-05-05,2004,2,5,May,5,Wednesday,No
685,2004-05-06,2004,2,5,May,6,Thursday,No
686,2004-05-09,2004,2,5,May,9,Sunday,Yes
687,2004-05-14,2004,2,5,May,14,Friday,No
688,2004-05-15,2004,2,5,May,15,Saturday,Yes
689,2004-05-16,2004,2,5,May,16,Sunday,Yes
690,2004-05-19,2004,2,5,May,19,Wednesday,No
691,2004-05-22,2004,2,5,May,22,Saturday,Yes
692,2004-05-23,2004,2,5,May,23,Sunday,Yes
693,2004-05-25,2004,2,5,May,25,Tuesday,No
694,2004-05-29,2004,2,5,May,29,Saturday,Yes
695,2004-05-30,2004,2,5,May,30,Sunday,Yes
696,2004-05-31,2004,2,5,May,31,Monday,No
697,2004-06-02,2004,2,6,June,2,Wednesday,No
698,2004-06-03,2004,2,6,June,3,Thursday,No
699,2004-06-04,2004,2,6,June,4,Friday,No
700,2004-06-06,2004,2,6,June,6,Sunday,Yes
701,2004-06-07,2004,2,6,June,7,Monday,No
702,2004-06-13,2004,2,6,June,13,Sunday,Yes
703,2004-06-17,2004,2,6,June,17,Thursday,No
704,2004-06-18,2004,2,6,June,18,Friday,No
705,2004-06-19,2004,2,6,June,19,Saturday,Yes
706,2004-06-21,2004,2,6,June,21,Monday,No
707,2004-06-22,2004,2,6,June,22,Tuesday,No
708,2004-06-23,2004,2,6,June,23,Wednesday,No
709,2004-06-25,2004,2,6,June,25,Friday,No
710,2004-07-01,2004,3,7,July,1,Thursday,No
711,2004-07-02,2004,3,7,July,2,Friday,No
712,2004-07-03,2004,3,7,July,3,Saturday,Yes
713,2004-07-05,2004,3,7,July,5,Monday,No
714,2004-07-08,2004,3,7,July,8,Thursday,No
715,2004-07-12,2004,3,7,July,12,Monday,No
716,2004-07-13,2004,3,7,July,13,Tuesday,No
717,2004-07-14,2004,3,7,July,14,Wednesday,No
718,2004-07-17,2004,3,7,July,17,Saturday,Yes
719,2004-07-18,2004,3,7,July,18,Sunday,Yes
720,2004-07-21,2004,3,7,July,21,Wednesday,No
721,2004-07-28,2004,3,7,July,28,Wednesday,No
722,2004-07-29,2004,3,7,July,29,Thursday,No
723,2004-07-31,2004,3,7,July,31,Saturday,Yes
724,2004-08-09,2004,3,8,August,9,Monday,No
725,2004-08-10,2004,3,8,August,10,Tuesday,No
726,2004-08-12,2004,3,8,August,12,Thursday,No
727,2004-08-13,2004,3,8,August,13,Friday,No
728,2004-08-16,2004,3,8,August,16,Monday,No
729,2004-08-18,2004,3,8,August,18,Wednesday,No
730,2004-08-22,2004,3,8,August,22,Sunday,Yes
731,2004-08-30,2004,3,8,August,30,Monday,No
732,2004-09-04,2004,3,9,September,4,Saturday,Yes
733,2004-09-06,2004,3,9,September,6,Monday,No
734,2004-09-15,2004,3,9,September,15,Wednesday,No
735,2004-09-20,2004,3,9,September,20,Monday,No
736,2004-09-22,2004,3,9,September,22,Wednesday,No
737,2004-09-30,2004,3,9,September,30,Thursday,No
738,2004-10-01,2004,4,10,October,1,Friday,No
739,2004-10-05,2004,4,10,October,5,Tuesday,No
740,2004-10-06,2004,4,10,October,6,Wednesday,No
741,2004-10-10,2004,4,10,October,10,Sunday,Yes
742,2004-10-13,2004,4,10,October,13,Wednesday,No
743,2004-10-14,2004,4,10,October,14,Thursday,No
744,2004-10-15,2004,4,10,October,15,Friday,No
745,2004-10-19,2004,4,10,October,19,Tuesday,No
746,2004-10-20,2004,4,10,October,20,Wednesday,No
747,2004-10-23,2004,4,10,October,23,Saturday,Yes
748,2004-10-25,2004,4,10,October,25,Monday,No
749,2004-10-26,2004,4,10,October,26,Tuesday,No
750,2004-10-28,2004,4,10,October,28,Thursday,No
751,2004-11-02,2004,4,11,November,2,Tuesday,No
752,2004-11-07,2004,4,11,November,7,Sunday,Yes
753,2004-11-08,2004,4,11,November,8,Monday,No
754,2004-11-09,2004,4,11,November,9,Tuesday,No
755,2004-11-10,2004,4,11,November,10,Wednesday,No
756,2004-11-12,2004,4,11,November,12,Friday,No
757,2004-11-13,2004,4,11,November,13,Saturday,Yes
758,2004-11-14,2004,4,11,November,14,Sunday,Yes
759,2004-11-16,2004,4,11,November,16,Tuesday,No
760,2004-11-18,2004,4,11,November,18,Thursday,No
761,2004-11-19,2004,4,11,November,19,Friday,No
762,2004-11-20,2004,4,11,November,20,Saturday,Yes
763,2004-11-21,2004,4,11,November,21,Sunday,Yes
764,2004-11-22,2004,4,11,November,22,Monday,No
765,2004-11-23,2004,4,11,November,23,Tuesday,No
766,2004-11-25,2004,4,11,November,25,Thursday,No
767,2004-11-26,2004,4,11,November,26,Friday,No
768,2004-11-28,2004,4,11,November,28,Sunday,Yes
769,2004-11-30,2004,4,11,November,30,Tuesday,No
770,2004-12-03,2004,4,12,December,3,Friday,No
771,2004-12-08,2004,4,12,December,8,Wednesday,No
772,2004-12-09,2004,4,12,December,9,Thursday,No
773,2004-12-10,2004,4,12,December,10,Friday,No
774,2004-12-11,2004,4,12,December,11,Saturday,Yes
775,2004-12-13,2004,4,12,December,13,Monday,No
776,2004-12-17,2004,4,12,December,17,Friday,No
777,2004-12-19,2004,4,12,December,19,Sunday,Yes
778,2004-12-22,2004,4,12,December,22,Wednesday,No
779,2004-12-23,2004,4,12,December,23,Thursday,No
780,2004-12-24,2004,4,12,December,24,Friday,No
781,2004-12-25,2004,4,12,December,25,Saturday,Yes
782,2004-12-26,2004,4,12,December,26,Sunday,Yes
783,2004-12-27,2004,4,12,December,27,Monday,No
784,2004-12-29,2004,4,12,December,29,Wednesday,No
785,2004-12-31,2004,4,12,December,31,Friday,No
786,2005-01-01,2005,1,1,January,1,Saturday,Yes
787,2005-01-02,2005,1,1,January,2,Sunday,Yes
788,2005-01-03,2005,1,1,January,3,Monday,No
789,2005-01-05,2005,1,1,January,5,Wednesday,No
790,2005-01-07,2005,1,1,January,7,Friday,No
791,2005-01-08,2005,1,1,January,8,Saturday,Yes
792,2005-01-09,2005,1,1,January,9,Sunday,Yes
793,2005-01-11,2005,1,1,January,11,Tuesday,No
794,2005-01-12,2005,1,1,January,12,Wednesday,No
795,2005-01-15,2005,1,1,January,15,Saturday,Yes
796,2005-01-21,2005,1,1,January,21,Friday,No
797,2005-01-25,2005,1,1,January,25,Tuesday,No
798,2005-01-28,2005,1,1,January,28,Friday,No
799,2005-01-29,2005,1,1,January,29,Saturday,Yes
800,2005-01-30,2005,1,1,January,30,Sunday,Yes
801,2005-02-05,2005,1,2,February,5,Saturday,Yes
802,2005-02-10,2005,1,2,February,10,Thursday,No
803,2005-02-11,2005,1,2,February,11,Friday,No
804,2005-02-12,2005,1,2,February,12,Saturday,Yes
805,2005-02-13,2005,1,2,February,13,Sunday,Yes
806,2005-02-16,2005,1,2,February,16,Wednesday,No
807,2005-02-17,2005,1,2,February,17,Thursday,No
808,2005-02-18,2005,1,2,February,18,Friday,No
809,2005-02-20,2005,1,2,February,20,Sunday,Yes
810,2005-02-22,2005,1,2,February,22,Tuesday,No
811,2005-02-24,2005,1,2,February,24,Thursday,No
812,2005-02-26,2005,1,2,February,26,Saturday,Yes
813,2005-02-27,2005,1,2,February,27,Sunday,Yes
814,2005-02-28,2005,1,2,February,28,Monday,No
815,2005-03-03,2005,1,3,March,3,Thursday,No
816,2005-03-05,2005,1,3,March,5,Saturday,Yes
817,2005-03-07,2005,1,3,March,7,Monday,No
818,2005-03-08,2005,1,3,March,8,Tuesday,No
819,2005-03-09,2005,1,3,March,9,Wednesday,No
820,2005-03-11,2005,1,3,March,11,Friday,No
821,2005-03-16,2005,1,3,March,16,Wednesday,No
822,2005-03-17,2005,1,3,March,17,Thursday,No
823,2005-03-18,2005,1,3,March,18,Friday,No
824,2005-03-24,2005,1,3,March,24,Thursday,No
825,2005-03-27,2005,1,3,March,27,Sunday,Yes
826,2005-03-30,2005,1,3,March,30,Wednesday,No
827,2005-04-01,2005,2,4,April,1,Friday,No
828,2005-04-02,2005,2,4,April,2,Saturday,Yes
829,2005-04-03,2005,2,4,April,3,Sunday,Yes
830,2005-04-07,2005,2,4,April,7,Thursday,No
831,2005-04-08,2005,2,4,April,8,Friday,No
832,2005-04-09,2005,2,4,April,9,Saturday,Yes
833,2005-04-10,2005,2,4,April,10,Sunday,Yes
834,2005-04-11,2005,2,4,April,11,Monday,No
835,2005-04-14,2005,2,4,April,14,Thursday,No
836,2005-04-16,2005,2,4,April,16,Saturday,Yes
837,2005-04-20,2005,2,4,April,20,Wednesday,No
838,2005-04-23,2005,2,4,April,23,Saturday,Yes
839,2005-04-26,2005,2,4,April,26,Tuesday,No
840,2005-04-27,2005,2,4,April,27,Wednesday,No
841,2005-04-28,2005,2,4,April,28,Thursday,No
842,2005-05-04,2005,2,5,May,4,Wednesday,No
843,2005-05-08,2005,2,5,May,8,Sunday,Yes
844,2005-05-09,2005,2,5,May,9,Monday,No
845,2005-05-11,2005,2,5,May,11,Wednesday,No
846,2005-05-12,2005,2,5,May,12,Thursday,No
847,2005-05-13,2005,2,5,May,13,Friday,No
848,2005-05-14,2005,2,5,May,14,Saturday,Yes
849,2005-05-16,2005,2,5,May,16,Monday,No
850,2005-05-24,2005,2,5,May,24,Tuesday,No
851,2005-05-27,2005,2,5,May,27,Friday,No
852,2005-05-28,2005,2,5,May,28,Saturday,Yes
853,2005-05-30,2005,2,5,May,30,Monday,No
854,2005-05-31,2005,2,5,May,31,Tuesday,No
855,2005-06-02,2005,2,6,June,2,Thursday,No
856,2005-06-03,2005,2,6,June,3,Friday,No
857,2005-06-05,2005,2,6,June,5,Sunday,Yes
858,2005-06-10,2005,2,6,June,10,Friday,No
859,2005-06-13,2005,2,6,June,13,Monday,No
860,2005-06-14,2005,2,6,June,14,Tuesday,No
861,2005-06-16,2005,2,6,June,16,Thursday,No
862,2005-06-19,2005,2,6,June,19,Sunday,Yes
863,2005-06-20,2005,2,6,June,20,Monday,No
864,2005-06-21,2005,2,6,June,21,Tuesday,No
865,2005-06-23,2005,2,6,June,23,Thursday,No
866,2005-06-28,2005,2,6,June,28,Tuesday,No
867,2005-07-01,2005,3,7,July,1,Friday,No
868,2005-07-03,2005,3,7,July,3,Sunday,Yes
869,2005-07-04,2005,3,7,July,4,Monday,No
870,2005-07-05,2005,3,7,July,5,Tuesday,No
871,2005-07-08,2005,3,7,July,8,Friday,No
872,2005-07-09,2005,3,7,July,9,Saturday,Yes
873,2005-07-10,2005,3,7,July,10,Sunday,Yes
874,2005-07-13,2005,3,7,July,13,Wednesday,No
875,2005-07-15,2005,3,7,July,15,Friday,No
876,2005-07-17,2005,3,7,July,17,Sunday,Yes
877,2005-07-19,2005,3,7,July,19,Tuesday,No
878,2005-07-20,2005,3,7,July,20,Wednesday,No
879,2005-07-23,2005,3,7,July,23,Saturday,Yes
880,2005-07-24,2005,3,7,July,24,Sunday,Yes
881,2005-07-28,2005,3,7,July,28,Thursday,No
882,2005-08-04,2005,3,8,August,4,Thursday,No
883,2005-08-06,2005,3,8,August,6,Saturday,Yes
884,2005-08-07,2005,3,8,August,7,Sunday,Yes
885,2005-08-08,2005,3,8,August,8,Monday,No
886,2005-08-11,2005,3,8,August,11,Thursday,No
887,2005-08-13,2005,3,8,August,13,Saturday,Yes
888,2005-08-18,2005,3,8,August,18,Thursday,No
889,2005-08-23,2005,3,8,August,23,Tuesday,No
890,2005-08-26,2005,3,8,August,26,Friday,No
891,2005-09-01,2005,3,9,September,1,Thursday,No
892,2005-09-02,2005,3,9,September,2,Friday,No
893,2005-09-06,2005,3,9,September,6,Tuesday,No
894,2005-09-07,2005,3,9,September,7,Wednesday,No
895,2005-09-10,2005,3,9,September,10,Saturday,Yes
896,2005-09-13,2005,3,9,September,13,Tuesday,No
897,2005-09-15,2005,3,9,September,15,Thursday,No
898,2005-09-16,2005,3,9,September,16,Friday,No
899,2005-09-21,2005,3,9,September,21,Wednesday,No
900,2005-09-23,2005,3,9,September,23,Friday,No
901,2005-09-26,2005,3,9,September,26,Monday,No
902,2005-09-27,2005,3,9,September,27,Tuesday,No
903,2005-09-28,2005,3,9,September,28,Wednesday,No
904,2005-09-29,2005,3,9,September,29,Thursday,No
905,2005-10-02,2005,4,10,October,2,Sunday,Yes
906,2005-10-03,2005,4,10,October,3,Monday,No
907,2005-10-04,2005,4,10,October,4,Tuesday,No
908,2005-10-05,2005,4,10,October,5,Wednesday,No
909,2005-10-09,2005,4,10,October,9,Sunday,Yes
910,2005-10-13,2005,4,10,October,13,Thursday,No
911,2005-10-16,2005,4,10,October,16,Sunday,Yes
912,2005-10-18,2005,4,10,October,18,Tuesday,No
913,2005-10-21,2005,4,10,October,21,Friday,No
914,2005-10-26,2005,4,10,October,26,Wednesday,No
915,2005-10-27,2005,4,10,October,27,Thursday,No
916,2005-10-28,2005,4,10,October,28,Friday,No
917,2005-10-29,2005,4,10,October,29,Saturday,Yes
918,2005-10-30,2005,4,10,October,30,Sunday,Yes
919,2005-10-31,2005,4,10,October,31,Monday,No
920,2005-11-01,2005,4,11,November,1,Tuesday,No
921,2005-11-06,2005,4,11,November,6,Sunday,Yes
922,2005-11-07,2005,4,11,November,7,Monday,No
923,2005-11-08,2005,4,11,November,8,Tuesday,No
924,2005-11-10,2005,4,11,November,10,Thursday,No
925,2005-11-11,2005,4,11,November,11,Friday,No
926,2005-11-14,2005,4,11,November,14,Monday,No
927,2005-11-17,2005,4,11,November,17,Thursday,No
928,2005-11-21,2005,4,11,November,21,Monday,No
929,2005-11-22,2005,4,11,November,22,Tuesday,No
930,2005-11-24,2005,4,11,November,24,Thursday,No
931,2005-11-26,2005,4,11,November,26,Saturday,Yes
932,2005-11-30,2005,4,11,November,30,Wednesday,No
933,2005-12-02,2005,4,12,December,2,Friday,No
934,2005-12-10,2005,4,12,December,10,Saturday,Yes
935,2005-12-11,2005,4,12,December,11,Sunday,Yes
936,2005-12-13,2005,4,12,December,13,Tuesday,No
937,2005-12-17,2005,4,12,December,17,Saturday,Yes
938,2005-12-22,2005,4,12,December,22,Thursday,No
939,2005-12-27,2005,4,12,December,27,Tuesday,No
940,2005-12-30,2005,4,12,December,30,Friday,No
941,2005-12-31,2005,4,12,December,31,Saturday,Yes
942,2006-01-03,2006,1,1,January,3,Tuesday,No
943,2006-01-05,2006,1,1,January,5,Thursday,No
944,2006-01-06,2006,1,1,January,6,Friday,No
945,2006-01-07,2006,1,1,January,7,Saturday,Yes
946,2006-01-15,2006,1,1,January,15,Sunday,Yes
947,2006-01-16,2006,1,1,January,16,Monday,No
948,2006-01-17,2006,1,1,January,17,Tuesday,No
949,2006-01-22,2006,1,1,January,22,Sunday,Yes
950,2006-01-26,2006,1,1,January,26,Thursday,No
951,2006-01-27,2006,1,1,January,27,Friday,No
952,2006-01-28,2006,1,1,January,28,Saturday,Yes
953,2006-01-29,2006,1,1,January,29,Sunday,Yes
954,2006-02-02,2006,1,2,February,2,Thursday,No
955,2006-02-03,2006,1,2,February,3,Friday,No
956,2006-02-06,2006,1,2,February,6,Monday,No
957,2006-02-07,2006,1,2,February,7,Tuesday,No
958,2006-02-08,2006,1,2,February,8,Wednesday,No
959,2006-02-17,2006,1,2,February,17,Friday,No
960,2006-02-18,2006,1,2,February,18,Saturday,Yes
961,2006-02-19,2006,1,2,February,19,Sunday,Yes
962,2006-02-22,2006,1,2,February,22,Wednesday,No
963,2006-02-24,2006,1,2,February,24,Friday,No
964,2006-02-26,2006,1,2,February,26,Sunday,Yes
965,2006-02-27,2006,1,2,February,27,Monday,No
966,2006-02-28,2006,1,2,February,28,Tuesday,No
967,2006-03-02,2006,1,3,March,2,Thursday,No
968,2006-03-03,2006,1,3,March,3,Friday,No
969,2006-03-07,2006,1,3,March,7,Tuesday,No
970,2006-03-11,2006,1,3,March,11,Saturday,Yes
971,2006-03-13,2006,1,3,March,13,Monday,No
972,2006-03-15,2006,1,3,March,15,Wednesday,No
973,2006-03-16,2006,1,3,March,16,Thursday,No
974,2006-03-19,2006,1,3,March,19,Sunday,Yes
975,2006-03-24,2006,1,3,March,24,Friday,No
976,2006-03-25,2006,1,3,March,25,Saturday,Yes
977,2006-03-26,2006,1,3,March,26,Sunday,Yes
978,2006-03-27,2006,1,3,March,27,Monday,No
979,2006-03-31,2006,1,3,March,31,Friday,No
980,2006-04-01,2006,2,4,April,1,Saturday,Yes
981,2006-04-03,2006,2,4,April,3,Monday,No
982,2006-04-04,2006,2,4,April,4,Tuesday,No
983,2006-04-09,2006,2,4,April,9,Sunday,Yes
984,2006-04-10,2006,2,4,April,10,Monday,No
985,2006-04-13,2006,2,4,April,13,Thursday,No
986,2006-04-14,2006,2,4,April,14,Friday,No
987,2006-04-16,2006,2,4,April,16,Sunday,Yes
988,2006-04-19,2006,2,4,April,19,Wednesday,No
989,2006-04-20,2006,2,4,April,20,Thursday,No
